Commune,Taux d'incidence,Taux de positivité
Boussières (25),250 à 500,20 à 25
Lougres (25),250 à 500,10 à 15
La Charme (39),150 à 250,1 à 5
Arnay-sous-Vitteaux (21),500 à 1000,15 à 20
Pretin (39),50 à 150,10 à 15
Chambornay-lès-Bellevaux (70),150 à 250,10 à 15
Héricourt (70),150 à 250,15 à 20
Navilly (71),250 à 500,20 à 25
Mailley-et-Chazelot (70),250 à 500,15 à 20
Annay (58),50 à 150,5 à 10
Azy-le-Vif (58),50 à 150,10 à 15
Trépot (25),250 à 500,15 à 20
Champlost (89),150 à 250,15 à 20
Saint-Rémy (21),150 à 250,5 à 10
Buxerolles (21),0 à 10,1 à 5
Villers-sous-Montrond (25),500 à 1000,30 et plus
Leuglay (21),0 à 10,0 à 1
La Basse-Vaivre (70),250 à 500,15 à 20
Saint-Éloi (58),250 à 500,15 à 20
Lanans (25),150 à 250,5 à 10
Fleury-sur-Loire (58),500 à 1000,20 à 25
Collan (89),150 à 250,10 à 15
Escamps (89),150 à 250,15 à 20
Volon (70),500 à 1000,15 à 20
Romain (25),50 à 150,1 à 5
Villaines-les-Prévôtes (21),150 à 250,5 à 10
Les Auxons (25),250 à 500,15 à 20
Losne (21),250 à 500,20 à 25
Fêche-l'Église (90),10 à 20,0 à 1
Pourrain (89),50 à 150,10 à 15
Sainte-Marie-en-Chanois (70),50 à 150,10 à 15
Sombernon (21),50 à 150,5 à 10
Neurey-lès-la-Demie (70),500 à 1000,10 à 15
Mercurey (71),250 à 500,15 à 20
Colombier-Fontaine (25),150 à 250,10 à 15
Saint-Seine-sur-Vingeanne (21),250 à 500,30 et plus
Tronsanges (58),20 à 50,1 à 5
Onglières (39),150 à 250,30 et plus
Blussans (25),250 à 500,15 à 20
Bourogne (90),250 à 500,15 à 20
Recologne (25),250 à 500,15 à 20
Delain (70),500 à 1000,15 à 20
Saisy (71),250 à 500,20 à 25
Étrepigney (39),250 à 500,15 à 20
Gron (89),250 à 500,25 à 30
Bellevesvre (71),500 à 1000,30 et plus
Fontain (25),250 à 500,15 à 20
Mussy-la-Fosse (21),50 à 150,5 à 10
Orain (21),50 à 150,5 à 10
Cuve (70),150 à 250,5 à 10
Gondenans-les-Moulins (25),50 à 150,1 à 5
Fontaine-lès-Luxeuil (70),250 à 500,15 à 20
Grand-Charmont (25),50 à 150,5 à 10
Chamesey (25),500 à 1000,30 et plus
Sauvigney-lès-Pesmes (70),250 à 500,10 à 15
Brussey (70),50 à 150,5 à 10
Blussangeaux (25),250 à 500,15 à 20
Taizé (71),150 à 250,15 à 20
Perceneige (89),50 à 150,10 à 15
Châtel-Moron (71),50 à 150,1 à 5
Pompierre-sur-Doubs (25),150 à 250,10 à 15
Villers-Buzon (25),250 à 500,15 à 20
Pasilly (89),250 à 500,20 à 25
Bussy-en-Othe (89),250 à 500,20 à 25
Médière (25),250 à 500,10 à 15
Saint-Hilaire (25),250 à 500,15 à 20
Longevelle-sur-Doubs (25),150 à 250,10 à 15
Saint-Eugène (71),10 à 20,1 à 5
Luzy (58),0 à 10,0 à 1
Évans (39),250 à 500,15 à 20
Bretigney (25),150 à 250,15 à 20
Villers-Grélot (25),250 à 500,20 à 25
Serre-les-Moulières (39),250 à 500,15 à 20
Vaivre-et-Montoille (70),250 à 500,15 à 20
Bans (39),500 à 1000,20 à 25
Peseux (39),250 à 500,30 et plus
Cuisia (39),500 à 1000,20 à 25
Saint-Hilaire-Fontaine (58),50 à 150,5 à 10
Velesmes-Essarts (25),250 à 500,10 à 15
Sermoise-sur-Loire (58),150 à 250,10 à 15
Onans (25),500 à 1000,25 à 30
Ranchot (39),250 à 500,15 à 20
Faucogney-et-la-Mer (70),250 à 500,30 et plus
Amoncourt (70),150 à 250,10 à 15
Bavans (25),150 à 250,10 à 15
Sainte-Vertu (89),250 à 500,20 à 25
Nogent-lès-Montbard (21),500 à 1000,25 à 30
Montmarlon (39),150 à 250,10 à 15
Chevroz (25),250 à 500,15 à 20
Larnod (25),250 à 500,15 à 20
Montacher-Villegardin (89),250 à 500,25 à 30
Orchamps (39),250 à 500,15 à 20
Magny-sur-Tille (21),50 à 150,5 à 10
La Résie-Saint-Martin (70),250 à 500,5 à 10
Mélisey (70),250 à 500,25 à 30
La Barre (70),150 à 250,10 à 15
Annoire (39),150 à 250,5 à 10
Saint-Saulge (58),250 à 500,25 à 30
Saint-Lothain (39),50 à 150,5 à 10
Châtel-Gérard (89),250 à 500,20 à 25
Touillon (21),500 à 1000,15 à 20
Gilly-lès-Cîteaux (21),250 à 500,20 à 25
Placey (25),250 à 500,15 à 20
Lasson (89),250 à 500,30 et plus
Lure (70),150 à 250,15 à 20
Quincey (70),250 à 500,15 à 20
Saint-Loup (39),150 à 250,10 à 15
Malans (70),250 à 500,5 à 10
Benoisey (21),150 à 250,10 à 15
Pointre (39),150 à 250,5 à 10
Charny Orée de Puisaye (89),250 à 500,20 à 25
Chêne-Sec (39),50 à 150,5 à 10
Germondans (25),250 à 500,20 à 25
La Grande-Résie (70),250 à 500,5 à 10
Simard (71),250 à 500,15 à 20
Châtel-de-Joux (39),250 à 500,10 à 15
Uzelle (25),150 à 250,10 à 15
Vaudrivillers (25),150 à 250,10 à 15
Cerre-lès-Noroy (70),250 à 500,15 à 20
Mesves-sur-Loire (58),20 à 50,1 à 5
Ornans (25),500 à 1000,25 à 30
Busy (25),250 à 500,15 à 20
Esmoulières (70),50 à 150,15 à 20
Vaire (25),250 à 500,15 à 20
Saint-Maurice-Colombier (25),150 à 250,5 à 10
Pennesières (70),150 à 250,5 à 10
Aïssey (25),150 à 250,10 à 15
Lanthenans (25),250 à 500,20 à 25
Marcellois (21),500 à 1000,25 à 30
Méré (89),150 à 250,10 à 15
Môlay (89),250 à 500,25 à 30
Lemuy (39),50 à 150,10 à 15
Faimbe (25),250 à 500,20 à 25
Villeblevin (89),50 à 150,5 à 10
Épertully (71),0 à 10,10 à 15
Thorigny-sur-Oreuse (89),150 à 250,10 à 15
Lavangeot (39),250 à 500,15 à 20
Roche-lès-Clerval (25),150 à 250,10 à 15
Dampierre-sur-Salon (70),500 à 1000,5 à 10
Adam-lès-Passavant (25),150 à 250,10 à 15
Aluze (71),500 à 1000,25 à 30
Bonboillon (70),50 à 150,5 à 10
Val-de-Roulans (25),250 à 500,20 à 25
Fontenelle (21),50 à 150,5 à 10
Scey-Maisières (25),500 à 1000,20 à 25
Passavant-la-Rochère (70),250 à 500,15 à 20
Fontenois-la-Ville (70),250 à 500,20 à 25
Beulotte-Saint-Laurent (70),50 à 150,10 à 15
Geneuille (25),250 à 500,15 à 20
Brazey-en-Plaine (21),500 à 1000,30 et plus
Le Moutherot (25),250 à 500,15 à 20
Parigny-les-Vaux (58),150 à 250,5 à 10
Cussey-sur-l'Ognon (25),250 à 500,20 à 25
Beure (25),250 à 500,20 à 25
Bonnay (25),250 à 500,10 à 15
Quincerot (21),150 à 250,5 à 10
Denèvre (70),500 à 1000,20 à 25
Chaux-Champagny (39),50 à 150,10 à 15
Cromary (70),150 à 250,10 à 15
Fleurey-lès-Saint-Loup (70),150 à 250,10 à 15
Grandfontaine (25),250 à 500,20 à 25
Migennes (89),250 à 500,20 à 25
Rang (25),250 à 500,15 à 20
Marchaux-Chaudefontaine (25),250 à 500,15 à 20
L'Isle-sur-Serein (89),150 à 250,5 à 10
Tarcenay-Foucherans (25),250 à 500,15 à 20
Moissey (39),250 à 500,15 à 20
Varennes-Vauzelles (58),250 à 500,15 à 20
Saint-Léger-Triey (21),150 à 250,5 à 10
Chaux-lès-Port (70),50 à 150,5 à 10
Polaincourt-et-Clairefontaine (70),250 à 500,15 à 20
Darbonnay (39),50 à 150,5 à 10
Chéroy (89),150 à 250,30 et plus
Vertamboz (39),250 à 500,5 à 10
Tellecey (21),150 à 250,15 à 20
Montbard (21),150 à 250,5 à 10
Posanges (21),500 à 1000,25 à 30
Byans-sur-Doubs (25),250 à 500,15 à 20
Alaincourt (70),250 à 500,10 à 15
Vriange (39),250 à 500,10 à 15
Beutal (25),250 à 500,10 à 15
Saint-André-le-Désert (71),1000 et plus,15 à 20
Plainemont (70),150 à 250,5 à 10
Sermages (58),0 à 10,1 à 5
Villeparois (70),500 à 1000,30 et plus
Fontenu (39),500 à 1000,5 à 10
Audeux (25),250 à 500,15 à 20
Le Magnoray (70),250 à 500,15 à 20
Isenay (58),0 à 10,1 à 5
Moncley (25),250 à 500,15 à 20
Gondenans-Montby (25),150 à 250,5 à 10
Cheney (89),500 à 1000,30 et plus
Flagy (70),250 à 500,15 à 20
Lucenay-lès-Aix (58),150 à 250,10 à 15
Beurizot (21),500 à 1000,30 et plus
Brain (21),500 à 1000,30 et plus
Hautevelle (70),150 à 250,10 à 15
Lieffrans (70),150 à 250,10 à 15
Malay-le-Grand (89),250 à 500,25 à 30
Pugey (25),250 à 500,15 à 20
Doye (39),150 à 250,10 à 15
La Malachère (70),150 à 250,5 à 10
Saint-Amand-en-Puisaye (58),150 à 250,10 à 15
Rognon (25),50 à 150,5 à 10
Montbéliard (25),250 à 500,15 à 20
Mièges (39),150 à 250,1 à 5
Annoux (89),10 à 20,30 et plus
Conflandey (70),150 à 250,10 à 15
Soussey-sur-Brionne (21),1000 et plus,30 et plus
Viéthorey (25),150 à 250,10 à 15
Boult (70),150 à 250,10 à 15
Our (39),250 à 500,10 à 15
Cravanche (90),500 à 1000,25 à 30
Couchey (21),150 à 250,10 à 15
Breurey-lès-Faverney (70),50 à 150,10 à 15
Soucy (89),250 à 500,25 à 30
Nans (25),50 à 150,5 à 10
La Bretenière (39),250 à 500,20 à 25
Grignon (21),500 à 1000,30 et plus
Montain (39),500 à 1000,10 à 15
Val-Sonnette (39),500 à 1000,20 à 25
Noyers (89),250 à 500,15 à 20
Courcelles (25),250 à 500,15 à 20
Cendrey (25),250 à 500,25 à 30
Cessy-les-Bois (58),150 à 250,30 et plus
Auxon (70),500 à 1000,25 à 30
Censeau (39),150 à 250,10 à 15
Dammartin-Marpain (39),150 à 250,5 à 10
Ambiévillers (70),250 à 500,15 à 20
Ballore (71),250 à 500,30 et plus
Velle-le-Châtel (70),250 à 500,15 à 20
Blamont (25),250 à 500,20 à 25
Imphy (58),250 à 500,25 à 30
Villeberny (21),1000 et plus,30 et plus
Bléneau (89),50 à 150,10 à 15
Dampvalley-lès-Colombe (70),250 à 500,15 à 20
Fondremand (70),150 à 250,10 à 15
Dampierre-en-Montagne (21),1000 et plus,30 et plus
Saint-Germain-Chassenay (58),50 à 150,1 à 5
Cuzy (71),0 à 10,5 à 10
Authume (39),250 à 500,30 et plus
Aumur (39),50 à 150,10 à 15
Soye (25),250 à 500,20 à 25
Arquian (58),0 à 10,0 à 1
Saint-Gilles (71),50 à 150,1 à 5
La Rosière (70),50 à 150,10 à 15
Mamirolle (25),250 à 500,15 à 20
Raze (70),250 à 500,15 à 20
Cossaye (58),250 à 500,15 à 20
Boursières (70),250 à 500,15 à 20
Appoigny (89),500 à 1000,30 et plus
Villers-Robert (39),150 à 250,10 à 15
Passenans (39),500 à 1000,20 à 25
Mignovillard (39),250 à 500,15 à 20
Saint-Désert (71),500 à 1000,25 à 30
Coulanges-lès-Nevers (58),250 à 500,20 à 25
Mesmay (25),250 à 500,10 à 15
Athie (21),150 à 250,5 à 10
Amange (39),250 à 500,15 à 20
Chariez (70),250 à 500,15 à 20
Comberjon (70),250 à 500,20 à 25
Trésilley (70),150 à 250,10 à 15
Charmoy (89),250 à 500,25 à 30
Saint-Maurice-sur-Vingeanne (21),50 à 150,10 à 15
Vieux-Charmont (25),150 à 250,10 à 15
Mouthier-en-Bresse (71),250 à 500,20 à 25
Belfort (90),250 à 500,15 à 20
Montagna-le-Reconduit (39),1000 et plus,30 et plus
Maynal (39),500 à 1000,15 à 20
Buxy (71),250 à 500,20 à 25
Thésy (39),150 à 250,10 à 15
Chazeuil (58),20 à 50,1 à 5
Montigny-lès-Vesoul (70),250 à 500,15 à 20
Saint-Martin-sur-Armançon (89),150 à 250,10 à 15
Saint-Laurent-en-Grandvaux (39),150 à 250,10 à 15
Asnans-Beauvoisin (39),250 à 500,20 à 25
Montfleur (39),500 à 1000,30 et plus
Maux (58),0 à 10,1 à 5
Charmoille (70),250 à 500,15 à 20
Cuvier (39),1000 et plus,30 et plus
Magnoncourt (70),150 à 250,10 à 15
Jouhe (39),500 à 1000,20 à 25
Baverans (39),150 à 250,10 à 15
Avallon (89),250 à 500,15 à 20
Saizenay (39),50 à 150,10 à 15
Moncey (25),250 à 500,10 à 15
Fesches-le-Châtel (25),250 à 500,15 à 20
Cernans (39),50 à 150,10 à 15
Belmont (39),150 à 250,10 à 15
Frotey-lès-Vesoul (70),250 à 500,5 à 10
Montholon (89),150 à 250,20 à 25
Chèvremont (90),250 à 500,15 à 20
Venarey-les-Laumes (21),250 à 500,15 à 20
Marsannay-le-Bois (21),250 à 500,25 à 30
Champ-d'Oiseau (21),150 à 250,1 à 5
Devay (58),50 à 150,5 à 10
Foulenay (39),50 à 150,10 à 15
Vaudrey (39),150 à 250,5 à 10
Courtefontaine (39),250 à 500,10 à 15
Dournon (39),150 à 250,10 à 15
Sampans (39),250 à 500,20 à 25
Ivory (39),50 à 150,10 à 15
Augerans (39),150 à 250,5 à 10
Le Vernois (39),500 à 1000,25 à 30
Vaite (70),500 à 1000,20 à 25
Ruffey-le-Château (25),250 à 500,10 à 15
Vergigny (89),500 à 1000,20 à 25
Traitiéfontaine (70),500 à 1000,30 et plus
Sergenaux (39),50 à 150,5 à 10
Véria (39),1000 et plus,30 et plus
Saint-Georges-sur-Baulche (89),250 à 500,15 à 20
Seloncourt (25),500 à 1000,25 à 30
Verneuil (58),50 à 150,1 à 5
Longchaumois (39),500 à 1000,20 à 25
Champagnat (71),500 à 1000,25 à 30
Crosey-le-Petit (25),150 à 250,10 à 15
Appenans (25),250 à 500,15 à 20
Saulx (70),250 à 500,10 à 15
Longeault-Pluvault (21),500 à 1000,30 et plus
Buthiers (70),150 à 250,10 à 15
Montot (70),500 à 1000,15 à 20
Massingy-lès-Vitteaux (21),500 à 1000,25 à 30
Nolay (21),250 à 500,15 à 20
Villers-Pater (70),150 à 250,10 à 15
Grandfontaine-sur-Creuse (25),250 à 500,20 à 25
Romenay (71),1000 et plus,15 à 20
Frontenard (71),1000 et plus,30 et plus
La Marche (58),20 à 50,1 à 5
Vregille (70),50 à 150,5 à 10
Pusy-et-Épenoux (70),250 à 500,15 à 20
Sougy-sur-Loire (58),50 à 150,5 à 10
Condal (71),500 à 1000,15 à 20
Saint-Maurice-des-Champs (71),50 à 150,10 à 15
Achey (70),500 à 1000,15 à 20
Boussey (21),500 à 1000,30 et plus
Soumaintrain (89),500 à 1000,30 et plus
Malbrans (25),250 à 500,15 à 20
Chemenot (39),50 à 150,10 à 15
Lombard (39),50 à 150,10 à 15
Échenoz-le-Sec (70),250 à 500,15 à 20
Beauvernois (71),50 à 150,20 à 25
Le Miroir (71),500 à 1000,20 à 25
Trouvans (25),50 à 150,1 à 5
Arrans (21),150 à 250,10 à 15
Jancigny (21),50 à 150,30 et plus
Devecey (25),250 à 500,15 à 20
Cubry-lès-Faverney (70),50 à 150,10 à 15
Noidans-lès-Vesoul (70),250 à 500,15 à 20
Terrefondrée (21),0 à 10,0 à 1
Chéu (89),250 à 500,25 à 30
Chaugey (21),0 à 10,15 à 20
Bure-les-Templiers (21),0 à 10,0 à 1
Saint-Parize-en-Viry (58),500 à 1000,15 à 20
Rougemont (25),50 à 150,5 à 10
Bourguignon-lès-la-Charité (70),150 à 250,10 à 15
Sainte-Marie (58),50 à 150,10 à 15
Morlet (71),10 à 20,10 à 15
Massangis (89),10 à 20,1 à 5
Andelot-en-Montagne (39),500 à 1000,20 à 25
Sauvagney (25),250 à 500,20 à 25
Cheny (89),250 à 500,20 à 25
Bethoncourt (25),250 à 500,20 à 25
Avrigney-Virey (70),50 à 150,5 à 10
Marigny (71),250 à 500,20 à 25
Jailly (58),1000 et plus,30 et plus
Sourans (25),250 à 500,20 à 25
Mont-lès-Seurre (71),50 à 150,5 à 10
Frontenaud (71),500 à 1000,25 à 30
Poilly-sur-Tholon (89),500 à 1000,30 et plus
Étivey (89),250 à 500,25 à 30
Thise (25),250 à 500,15 à 20
Francalmont (70),150 à 250,10 à 15
Ivrey (39),50 à 150,10 à 15
Rosay (39),150 à 250,10 à 15
Semur-en-Auxois (21),500 à 1000,30 et plus
Longchamp (21),0 à 10,1 à 5
Lavernay (25),250 à 500,15 à 20
Charrin (58),250 à 500,10 à 15
Angely (89),500 à 1000,30 et plus
Hyet (70),150 à 250,10 à 15
Nommay (25),250 à 500,10 à 15
Longcochon (39),150 à 250,1 à 5
Bournois (25),250 à 500,15 à 20
Bligny-sur-Ouche (21),250 à 500,10 à 15
Pont-de-Roide-Vermondans (25),250 à 500,15 à 20
Chevagny-sur-Guye (71),250 à 500,25 à 30
Montenois (25),250 à 500,15 à 20
La Sommette (25),250 à 500,20 à 25
Remilly-sur-Tille (21),150 à 250,5 à 10
Burgille (25),250 à 500,15 à 20
Vesvres (21),500 à 1000,10 à 15
Bracon (39),50 à 150,5 à 10
Montmort (71),1000 et plus,30 et plus
Sagy (71),250 à 500,20 à 25
Frôlois (21),150 à 250,10 à 15
Roulans (25),250 à 500,15 à 20
Paroy (25),250 à 500,15 à 20
Velloreille-lès-Choye (70),250 à 500,15 à 20
Clans (70),250 à 500,15 à 20
Sergines (89),150 à 250,10 à 15
Chemin (39),150 à 250,15 à 20
Bonnal (25),50 à 150,10 à 15
Nancray (25),150 à 250,10 à 15
Genod (39),1000 et plus,30 et plus
Torpes (71),50 à 150,15 à 20
Étouvans (25),150 à 250,5 à 10
La Chapelle-sur-Furieuse (39),50 à 150,5 à 10
L'Isle-sur-le-Doubs (25),500 à 1000,20 à 25
Sormery (89),500 à 1000,30 et plus
Neuvy-sur-Loire (58),150 à 250,10 à 15
Tresnay (58),50 à 150,1 à 5
Vadans (70),250 à 500,10 à 15
Chêne-Bernard (39),150 à 250,15 à 20
Bouligney (70),150 à 250,10 à 15
Grandvelle-et-le-Perrenot (70),150 à 250,5 à 10
Arc-et-Senans (25),150 à 250,15 à 20
Charbonnat (71),0 à 10,0 à 1
Osse (25),150 à 250,10 à 15
Laviron (25),250 à 500,15 à 20
Gémonval (25),250 à 500,10 à 15
Montmoyen (21),0 à 10,5 à 10
Villeneuve-sur-Yonne (89),250 à 500,15 à 20
Fresnes (21),150 à 250,5 à 10
Courcelles-lès-Montbard (21),150 à 250,5 à 10
Moulins-en-Tonnerrois (89),250 à 500,25 à 30
Vennans (25),250 à 500,20 à 25
Simandre (71),500 à 1000,20 à 25
Saint-Gratien-Savigny (58),250 à 500,30 et plus
Chaume-et-Courchamp (21),50 à 150,20 à 25
Montussaint (25),50 à 150,5 à 10
Port-sur-Saône (70),150 à 250,10 à 15
Ahuy (21),250 à 500,15 à 20
Pontoux (71),50 à 150,10 à 15
Geney (25),250 à 500,20 à 25
Charrecey (71),1000 et plus,30 et plus
Authoison (70),150 à 250,10 à 15
Bois-de-Gand (39),150 à 250,10 à 15
Éclans-Nenon (39),250 à 500,20 à 25
Esmoulins (70),250 à 500,20 à 25
L'Hôpital-Saint-Lieffroy (25),150 à 250,5 à 10
Demangevelle (70),250 à 500,20 à 25
Le Fay (71),250 à 500,20 à 25
Chaumercenne (70),250 à 500,5 à 10
Romange (39),250 à 500,20 à 25
Bulcy (58),50 à 150,1 à 5
Molosmes (89),150 à 250,10 à 15
Liesle (25),250 à 500,15 à 20
Saint-Vérain (58),0 à 10,0 à 1
Bassigney (70),150 à 250,10 à 15
Châtillon-sur-Lison (25),250 à 500,10 à 15
Pouilly-en-Auxois (21),250 à 500,20 à 25
Couloutre (58),150 à 250,25 à 30
Châtenois-les-Forges (90),150 à 250,5 à 10
Donzy (58),150 à 250,25 à 30
Valleroy (25),250 à 500,15 à 20
Jussey (70),150 à 250,10 à 15
Anteuil (25),250 à 500,20 à 25
La Loye (39),150 à 250,5 à 10
Tournans (25),50 à 150,5 à 10
Dannemoine (89),250 à 500,25 à 30
Venise (25),250 à 500,10 à 15
Toury-sur-Jour (58),50 à 150,5 à 10
Paron (89),150 à 250,15 à 20
Rosoy (89),150 à 250,10 à 15
Tissey (89),150 à 250,10 à 15
Viserny (21),150 à 250,1 à 5
Audelange (39),250 à 500,20 à 25
Novillars (25),250 à 500,20 à 25
Bard-lès-Pesmes (70),250 à 500,5 à 10
Hyémondans (25),250 à 500,20 à 25
Vendenesse-lès-Charolles (71),50 à 150,25 à 30
Blois-sur-Seille (39),250 à 500,10 à 15
Rosières-sur-Mance (70),150 à 250,1 à 5
Saint-Georges-Armont (25),150 à 250,10 à 15
Étueffont (90),250 à 500,10 à 15
Courchapon (25),250 à 500,15 à 20
Cubry (25),50 à 150,5 à 10
L'Écouvotte (25),250 à 500,20 à 25
Le Gratteris (25),250 à 500,15 à 20
Cuse-et-Adrisans (25),50 à 150,1 à 5
Bouhy (58),150 à 250,5 à 10
Dampierre-et-Flée (21),50 à 150,1 à 5
Vernois-lès-Belvoir (25),20 à 50,5 à 10
Ainvelle (70),150 à 250,15 à 20
Boulot (70),150 à 250,10 à 15
Le Puy (25),250 à 500,20 à 25
Sainte-Colombe-en-Auxois (21),500 à 1000,30 et plus
Mésandans (25),50 à 150,1 à 5
Lucey (21),0 à 10,5 à 10
Livry (58),500 à 1000,30 et plus
Vallerois-le-Bois (70),250 à 500,10 à 15
Garchizy (58),250 à 500,20 à 25
Santans (39),150 à 250,10 à 15
Marvelise (25),250 à 500,20 à 25
Uncey-le-Franc (21),1000 et plus,15 à 20
Dornes (58),500 à 1000,20 à 25
Dissangis (89),0 à 10,0 à 1
Mérey-Vieilley (25),250 à 500,10 à 15
Roche-et-Raucourt (70),500 à 1000,10 à 15
Saint-Pierre-le-Moûtier (58),500 à 1000,30 et plus
Valentigney (25),250 à 500,15 à 20
Grimault (89),250 à 500,15 à 20
Fontenelle-Montby (25),150 à 250,10 à 15
Briaucourt (70),150 à 250,10 à 15
Chilly-sur-Salins (39),50 à 150,5 à 10
Ruhans (70),150 à 250,5 à 10
Vauvillers (70),250 à 500,20 à 25
Falletans (39),250 à 500,15 à 20
Mondon (25),50 à 150,5 à 10
Esserval-Tartre (39),150 à 250,5 à 10
Rennes-sur-Loue (25),250 à 500,10 à 15
Épeugney (25),500 à 1000,25 à 30
Étuz (70),50 à 150,5 à 10
Villers-sur-Port (70),150 à 250,5 à 10
Pouilly-sur-Vingeanne (21),50 à 150,20 à 25
Vorges-les-Pins (25),500 à 1000,20 à 25
Seigny (21),150 à 250,5 à 10
Rochefort-sur-Nenon (39),250 à 500,15 à 20
Cussey-sur-Lison (25),250 à 500,5 à 10
La Grange (25),50 à 150,10 à 15
Fraisans (39),250 à 500,5 à 10
Montferrand-le-Château (25),250 à 500,20 à 25
Saint-Martin-du-Mont (71),250 à 500,15 à 20
Tallans (25),50 à 150,5 à 10
Bief-du-Fourg (39),500 à 1000,20 à 25
By (25),250 à 500,10 à 15
Auxange (39),250 à 500,10 à 15
Annay-sur-Serein (89),500 à 1000,30 et plus
Varennes-Saint-Sauveur (71),500 à 1000,15 à 20
Lamenay-sur-Loire (58),50 à 150,10 à 15
Andelarre (70),250 à 500,15 à 20
Collonge-la-Madeleine (71),0 à 10,0 à 1
Membrey (70),500 à 1000,15 à 20
Torpes (25),500 à 1000,25 à 30
Montagney-Servigney (25),50 à 150,5 à 10
Corvol-l'Orgueilleux (58),50 à 150,10 à 15
Vesoul (70),250 à 500,15 à 20
Thoraise (25),250 à 500,20 à 25
Baignes (70),250 à 500,15 à 20
L'Hôpital-du-Grosbois (25),250 à 500,15 à 20
Morey (71),50 à 150,1 à 5
Anjeux (70),150 à 250,10 à 15
La Chapelle-Naude (71),250 à 500,20 à 25
Roche-lez-Beaupré (25),250 à 500,15 à 20
Frontenay (39),500 à 1000,20 à 25
Junay (89),150 à 250,20 à 25
Aulx-lès-Cromary (70),150 à 250,5 à 10
Verlin (89),150 à 250,10 à 15
Colombe-lès-Vesoul (70),250 à 500,15 à 20
Épineuil (89),150 à 250,15 à 20
Marcilly-et-Dracy (21),1000 et plus,30 et plus
Charnay (25),250 à 500,15 à 20
Montigny-Montfort (21),150 à 250,5 à 10
Abbenans (25),150 à 250,5 à 10
Plancher-Bas (70),250 à 500,10 à 15
Longepierre (71),500 à 1000,30 et plus
Voray-sur-l'Ognon (70),250 à 500,15 à 20
Noroy-le-Bourg (70),250 à 500,15 à 20
Saint-Thibault (21),1000 et plus,30 et plus
Louvatange (39),500 à 1000,25 à 30
Saffres (21),500 à 1000,20 à 25
Antully (71),500 à 1000,30 et plus
Bitry (58),0 à 10,0 à 1
Motey-Besuche (70),250 à 500,5 à 10
Salins-les-Bains (39),150 à 250,10 à 15
Pays-de-Clerval (25),150 à 250,10 à 15
Choisey (39),250 à 500,20 à 25
Valravillon (89),250 à 500,20 à 25
Cubrial (25),50 à 150,5 à 10
Châtenois (39),250 à 500,15 à 20
Mancenans (25),250 à 500,20 à 25
Villethierry (89),150 à 250,20 à 25
Montrevel (39),500 à 1000,15 à 20
Bourbon-Lancy (71),250 à 500,15 à 20
Sens (89),250 à 500,25 à 30
Étigny (89),250 à 500,20 à 25
Monteplain (39),250 à 500,20 à 25
Fouchécourt (70),50 à 150,15 à 20
Scye (70),50 à 150,10 à 15
Champvans (39),150 à 250,15 à 20
Vézannes (89),150 à 250,20 à 25
La Boissière (39),1000 et plus,30 et plus
Fresnes (89),250 à 500,20 à 25
Lavans-Quingey (25),250 à 500,10 à 15
Bourberain (21),50 à 150,5 à 10
Chouzelot (25),250 à 500,15 à 20
Rougemont (21),150 à 250,5 à 10
La Barre (39),250 à 500,15 à 20
Louhans (71),500 à 1000,15 à 20
Rougemont-le-Château (90),250 à 500,15 à 20
Perrouse (70),150 à 250,10 à 15
Diennes-Aubigny (58),250 à 500,15 à 20
Velogny (21),1000 et plus,25 à 30
Andelarrot (70),250 à 500,15 à 20
Chaux-la-Lotière (70),150 à 250,5 à 10
Salans (39),250 à 500,15 à 20
Branne (25),150 à 250,10 à 15
Émagny (25),250 à 500,15 à 20
Thurey-le-Mont (25),250 à 500,15 à 20
Plénise (39),150 à 250,5 à 10
Authumes (71),150 à 250,5 à 10
Sainte-Suzanne (25),250 à 500,10 à 15
Accolans (25),250 à 500,20 à 25
Puessans (25),50 à 150,5 à 10
Beaurepaire-en-Bresse (71),250 à 500,20 à 25
Fontaine-lès-Clerval (25),500 à 1000,30 et plus
Gatey (39),500 à 1000,30 et plus
Vellefaux (70),250 à 500,15 à 20
Orret (21),0 à 10,1 à 5
Champlive (25),250 à 500,15 à 20
Clénay (21),150 à 250,20 à 25
Les Hays (39),500 à 1000,30 et plus
Chichery (89),250 à 500,30 et plus
Varois-et-Chaignot (21),250 à 500,20 à 25
Scey-sur-Saône-et-Saint-Albin (70),1000 et plus,30 et plus
Lindry (89),250 à 500,30 et plus
Blacy (89),1000 et plus,30 et plus
Ronchaux (25),250 à 500,10 à 15
Chenevrey-et-Morogne (70),50 à 150,5 à 10
Sauvigny-les-Bois (58),50 à 150,5 à 10
Éringes (21),150 à 250,5 à 10
Palise (25),250 à 500,15 à 20
Damparis (39),150 à 250,15 à 20
